  -6.3658536099592405e-03  -1.9734557838342914e-01
   1.6228812616048874e-01  -1.3040752890952020e-01
   3.6214612219752917e-03   7.7867853413089869e-02
   1.4349749385281754e-01   1.5203595339257059e-01
   2.7138841458830183e-02   1.7182217923621082e-01
  -4.0161626830599227e-02   5.5267572014918928e-02
  -2.6656054518798041e-02   1.1232110079475766e-01
   1.4526745387366669e-01  -7.1179365278108281e-02
   2.0302248109746196e-01   6.7823818448921061e-02
  -1.7947071125498626e-01  -1.1815958636205096e-01
   4.5190590148027017e-02   7.4160924959063526e-02
   1.1364737474595243e-01  -1.8310831595484683e-01
   1.0596384752178858e-01   1.8593976730425557e-01
  -1.5238616431061164e-01  -2.1071586410042501e-03
   1.9568850546189007e-01  -8.2444202557887701e-04
  -5.0668903899495910e-02   6.4978036122523800e-02
   1.3589331653374345e-01   4.1411869036921865e-02
   4.7381714855966373e-02   2.0389788820476504e-01
  -1.5594789374189788e-01   1.1657020623145024e-01
  -1.0752701916088424e-01   1.8534063763835357e-01
   2.2640223473638824e-02   1.7568618992552829e-01
   3.8053076751913925e-02  -1.6150014519674284e-02
  -8.2154832853202533e-02  -1.8407266904465680e-01
   2.0544571351834964e-01  -4.9850727844080907e-02
  -1.6670405307009425e-01   6.8471135331810637e-02
   1.7719414165245698e-01  -6.9722918622044897e-02
   1.8844703463005746e-01   6.9112143214206112e-03
  -1.0539074251907223e-01  -8.7529807098534126e-02
   5.5865210382149567e-02  -1.6806165385999761e-01
   9.6595169778902739e-03   8.9990245153220835e-02
   1.6750839174529600e-01  -7.5672631800772411e-02
   3.2486080635232826e-03  -3.8893418255942162e-02
   5.3192565910759305e-02  -1.0208696515408866e-01
  -4.2084889877207168e-02  -2.0934068608895004e-02
   1.8023433364723063e-02  -6.5750006466089972e-02
  -9.4580252211287102e-02   1.7452312061720371e-01
   3.0263630083260114e-02   1.7981309177393021e-01
  -4.7058271935932844e-02   1.1383859025503421e-01
  -1.8386539471320648e-01  -1.0799595541418844e-01
   1.9539640211899585e-02  -3.5587936642273686e-02
  -3.6441630171070903e-02   1.4023769371355019e-01
  -1.1057721907368843e-01   7.7658528050170886e-02
   1.2389433019209538e-01  -1.4588135377478265e-01
  -1.4653363781162226e-01  -1.2876121605105439e-01
   9.4418007745802543e-02  -5.2331567610001961e-03
   4.3910634932189344e-02   1.4665554109950046e-01
   6.8091363423196355e-02  -1.2917260607274805e-01
  -7.8989760118208838e-02  -1.5712321659885320e-01
   1.2160965196636555e-03   1.8423554664711650e-01
  -1.8783886363658531e-01   2.8801011067545589e-02
  -9.2583869794413742e-02   6.8091543362269483e-02
  -1.4627657139883793e-01  -1.0548933492387559e-01
   5.5264914880452362e-02  -1.6820598165355430e-01
   6.9677197467280322e-02   5.4095413511728856e-02
   3.2746724638799234e-02  -6.7984388074589716e-02
   8.3633811170749806e-02  -1.2981865894482245e-01
  -1.3082110704749156e-01   1.6973828668216967e-01
  -1.1550172005985984e-01   5.4289423803224851e-02
  -1.5040522462708805e-01  -7.3377413214956250e-02
  -3.1469080013949914e-02  -9.8587260910738245e-02
  -8.9675136709236655e-03  -1.8939082961198900e-01
   5.4708684884020873e-03  -1.1034840034557157e-01
  -1.1934583158466823e-01   9.9836906820245097e-02
  -1.6514875767625664e-01   7.8598990607326766e-02
   1.9875434792690660e-01  -5.5926933138875048e-02
  -1.9212351636258487e-01  -9.4826937361743247e-02
   9.4885559698223376e-02  -1.3107955101307162e-01
  -1.3420419394408550e-02   8.0332362926297640e-02
  -6.0762548869075839e-02  -5.8752566691317891e-02
  -9.4332155286881755e-02  -5.8511680845789130e-02
   1.9531271610552908e-01  -4.5635263196477011e-02
   9.4626511914431596e-02   5.6688824494783262e-02
  -1.9739406876761728e-01  -6.1875907974681926e-04
  -1.0695760528715791e-01  -1.4598662010297369e-02
   1.7792660120555628e-01   1.1317614999353454e-01
   1.0688085946860632e-01  -7.2964045469391767e-02
   7.2507745680257960e-02  -6.4420623480211242e-02
  -1.0165630591980290e-01   4.0996955855534166e-02
   3.3995666012508342e-02  -1.6829437012505544e-01
   8.9626617698388880e-02   1.2089119212651041e-01
  -9.4664951286674084e-02  -8.8690494861827229e-02
  -1.3299522689275794e-02   1.9894615027892862e-01
  -1.5768816405555169e-01   5.6037881415964427e-02
   9.0318448741364785e-02  -1.3471344185649195e-01
   6.9470403844929099e-02   1.9764365135004616e-01
  -3.8821182263405328e-02   1.1032116515743136e-01
  -1.8930263008308731e-01   1.9943127436081943e-02
  -9.9546789597799973e-02   1.6173296368924658e-01
   4.0471616382076109e-02  -1.2871276740024196e-01
   1.6432759887381720e-01  -1.2945770675448018e-02
   3.2585995550380449e-02   5.0674442985696670e-02
   4.1838213669457775e-03   5.0636875042078339e-02
  -4.7113852095870205e-02  -1.5224906312796929e-01
  -1.3694041745149180e-01   1.3613115542516133e-01
   2.0853042481936881e-01  -3.4769707457988186e-02
   7.7652333144817232e-02  -1.3650282454405305e-02
  -1.0218172014983554e-01  -1.2952990784728149e-01
   9.5602581135826134e-02  -1.1541759864803798e-01
  -1.9471736789400965e-02   1.3797974091231137e-02
  -8.5815552841470480e-02  -9.3635122572308008e-02
   8.7715966187317612e-02  -8.1600326426167803e-03
  -1.8149997708363116e-01  -7.1172429071664600e-02
   1.1156346243558016e-01  -4.9454220090220886e-02
  -2.9462666056973782e-02  -1.5627887789401274e-01
  -8.8583820232508936e-02   8.9138838739856400e-03
  -1.0897940271953617e-01  -1.3011251390909681e-01
   8.5362365135874307e-02  -7.2779485270834859e-02
   5.6003305665286253e-02   1.6781637767293728e-01
  -1.4375103965065866e-01   1.1097580579687305e-01
   1.8898084462678366e-01  -9.2985519101493747e-03
  -1.2005035347679531e-01   8.4540121183309599e-02
  -3.4318481882059354e-02  -5.3228053781507988e-02
   8.5202164443067274e-02  -6.0807046498164374e-02
   2.0896849304010723e-01  -6.0653733626944541e-03
  -4.8808370936122072e-02  -7.0066177467404858e-02
   1.5440615230076626e-01   1.2520132924044669e-01
   1.5638657289141597e-01   3.6107707023939721e-02
  -1.6093434601172052e-01  -1.4753555139311683e-01
  -5.5799580100130551e-02  -2.5044521571645759e-02
   1.4140682413227565e-01  -3.4452242051502158e-02
  -1.7479370031047788e-03  -7.1417409742495885e-02
  -1.1207945215113045e-01  -1.8293857586678680e-01
  -1.4731959075739499e-02  -2.1735334322419138e-03
  -1.1963497801138062e-02   1.9219144427993842e-01
   1.9214859653885483e-01  -4.6777697599362671e-02
  -1.9741276406022643e-01  -5.0956840298653099e-02
   6.2417837543264153e-02   1.2016684032142701e-02
  -4.5775163550866763e-02  -1.3051765712601041e-01
  -1.1065868412291748e-01  -1.3778985887670816e-02
   1.8235945000167192e-01   7.0919375919569302e-02
   1.1072787722255156e-01  -9.1559614099359157e-02
  -1.0079769675235366e-01   1.8279971173319590e-01
   1.1865153996663885e-02   9.2525037481260522e-02
   8.4766827356910407e-02   7.3742570659545342e-02
  -3.1170125533186231e-02   7.7412472446699257e-02
   1.0901347096748767e-02   7.9951571421759751e-02
  -1.1780088148523016e-01  -1.6649307110494257e-01
   1.5236821057838304e-01   6.7258447045719191e-02
